Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Market Cap,Close
1,MVST,Industrials,Electrical Equipment & Parts,NASDAQ,587.96,99,99,3,4,150907952,2.390000104904175
2,AGFY,Industrials,Farm & Heavy Construction Machinery,NASDAQ,555.23,99,99,4,5,3856167,30.65999984741211
3,PSIX,n/a,n/a,NASDAQ,554.96,99,99,99,99,n/a,28.600000381469727
4,XCUR,Healthcare,Biotechnology,NASDAQ,538.56,99,99,63,3,2953502,14.359999656677246
5,NITO,Basic Materials,Agricultural Inputs,NASDAQ,536.84,99,3,2,0,2330313,2.640000104904175
6,ARQQ,Technology,Software - Infrastructure,NASDAQ,527.68,99,98,3,11,56432848,39.65999984741211
7,NUKK,Technology,Software—Application,NASDAQ,523.69,99,4,4,3,223426592,22.5
8,BBLGW,Healthcare,Medical Devices,NASDAQ,510.37,99,99,96,14,n/a,44.29999923706055
9,EOSEW,Industrials,Electrical Equipment & Parts,NASDAQ,508.03,99,77,44,74,n/a,1.2000000476837158
10,SOUN,Technology,Software—Application,NASDAQ,496.11,99,98,94,98,1570140800,20.6200008392334
11,GMM,Technology,Information Technology Services,NASDAQ,475.83,99,99,6,12,25562496,4.690000057220459
12,GRRR,Technology,Software - Infrastructure,NASDAQ,474.49,99,83,32,2,34889796,23.520000457763672
13,UAMY,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,470.88,99,98,99,70,38072932,1.8600000143051147
14,LUNR,Industrials,Aerospace & Defense,NASDAQ,466.67,99,98,98,43,215366480,21.889999389648438
15,IONQ,Technology,Computer Hardware,NYSE,458.02,99,99,39,23,1524590592,47.77000045776367
16,AENT,Communication Services,Entertainment,NASDAQ,451.51,99,99,94,95,399373184,9.6899995803833
17,WKEY,Technology,Semiconductors,NASDAQ,447.6,99,29,66,28,20524460,10.75
18,SEZL,Financial Services,Credit Services,NASDAQ,440.86,99,99,99,99,469543264,278.69000244140625
19,OPTT,Industrials,Specialty Industrial Machinery,NYSE MKT,438.9,99,95,5,81,7551877,1.1100000143051147
20,RKLB,Industrials,Aerospace & Defense,NASDAQ,438.28,99,99,97,84,2419549696,28.739999771118164
21,SRRK,Healthcare,Biotechnology,NASDAQ,424.49,99,99,99,22,768031936,45.16999816894531
22,CRNC,Technology,Software - Application,NASDAQ,415.53,99,92,10,0,121571656,19.329999923706055
23,APP,Technology,Software - Application,NASDAQ,412.48,99,99,99,97,26597492736,350.6499938964844
24,WAVE,Utilities,Utilities—Renewable,NASDAQ,409.67,99,99,98,32,19145292,11.029999732971191
25,ATOM,Technology,Semiconductor Equipment & Materials,NASDAQ,407.73,99,93,7,7,103516488,16.549999237060547
26,SKGRW,Financial Services,Shell Companies,NASDAQ,403.46,99,96,95,96,n/a,0.5600000023841858
27,ZVIA,Consumer Defensive,Beverages—Non-Alcoholic,NYSE,398.78,99,97,31,5,56754132,4.46999979019165
28,EXOD,n/a,n/a,NYSE MKT,378.06,99,99,98,99,n/a,32.709999084472656
29,AZ,Industrials,Aerospace & Defense,NASDAQ,371.98,99,99,50,68,17750308,6.929999828338623
30,ALTS,n/a,n/a,NASDAQ,369.95,99,96,97,98,n/a,5.489999771118164
31,INOD,Technology,Information Technology Services,NASDAQ,368.36,99,99,95,99,397365056,44.31999969482422
32,NXL,Healthcare,Medical Devices,NASDAQ,366.24,99,99,28,97,7734022,3.059999942779541
33,DAVE,Technology,Software—Application,NASDAQ,362.04,99,99,99,99,470895648,89.87000274658203
34,AMPG,Technology,Communication Equipment,NASDAQ,357.0,99,18,5,4,10397308,4.269999980926514
35,ICLK,Communication Services,Advertising Agencies,NASDAQ,353.68,99,97,94,5,12575997,10.600000381469727
36,ASTS,Technology,Communication Equipment,NASDAQ,352.21,99,99,99,99,2532088320,23.969999313354492
